genus_species,tnrs_accepted_name,clean_ejf,family_ejf,pathway
Dichelostemma.capitatum,Dichelostemma capitatum,Dichelostemma capitatum,Asparagaceae,C3
Dichelostemma.pulchella,Dichelostemma congestum,Dichelostemma congestum,Asparagaceae,C3
Dichondra repens,Dichondra repens,Dichondra repens,Convolvulaceae,C3
Dichondra_sericea,Dichondra sericea,Dichondra sericea,Convolvulaceae,C3
Dichondra.argentea,Dichondra argentea,Dichondra argentea,Convolvulaceae,C3
Dichondra.mycrocalix,Dichondra macrocalyx,Dichondra macrocalyx,Convolvulaceae,C3
Dichondra.repans,Dichondra repens,Dichondra repens,Convolvulaceae,C3
Dichondra.repens,Dichondra repens,Dichondra repens,Convolvulaceae,C3
Dichondra.sericea,Dichondra sericea,Dichondra sericea,Convolvulaceae,C3
Dichopogon fimbriatus,Dichopogon fimbriatus,Dichopogon fimbriatus,Asparagaceae,C3
Dicoma.capensis,Dicoma capensis,Dicoma capensis,Compositae,C3
Dicoma.spinosa,Macledium spinosum,Macledium spinosum,Compositae,C3
Dicoma.tomentosa,Dicoma tomentosa,Dicoma tomentosa,Compositae,C3
Dicomma,,Dicoma,Compositae,C3
dig,,NA,NA,
Digitaria,Digitaria,Digitaria,Poaceae,C4
Digitaria coenicola,Digitaria coenicola,Digitaria coenicola,Poaceae,C4
Digitaria eriantha,Digitaria eriantha,Digitaria eriantha,Poaceae,C4
Digitaria_californica,Digitaria californica,Digitaria californica,Poaceae,C4
Digitaria_macroblephara,Digitaria macroblephara,Digitaria macroblephara,Poaceae,C4
Digitaria_milanjiana,Digitaria milanjiana,Digitaria milanjiana,Poaceae,C4
Digitaria.2,Digitaria,Digitaria,Poaceae,C4
Digitaria.argyrograpta,Digitaria argyrograpta,Digitaria argyrograpta,Poaceae,C4
Digitaria.chevalieri.Stapf.,Digitaria leptorhachis,Digitaria leptorhachis,Poaceae,C4
Digitaria.debilis,Digitaria debilis,Digitaria debilis,Poaceae,C4
Digitaria.eriantha,Digitaria eriantha,Digitaria eriantha,Poaceae,C4
Digitaria.ghayana.Stapf.,Digitaria gayana,Digitaria gayana,Poaceae,C4
Digitaria.horizontalis.Willd.,Digitaria horizontalis,Digitaria horizontalis,Poaceae,C4
Digitaria.milanjiana,Digitaria milanjiana,Digitaria milanjiana,Poaceae,C4
Digitaria.sp.,Digitaria,Digitaria,Poaceae,C4
Diheteropogon.hagerupii.Hichc,Diheteropogon hagerupii,Diheteropogon hagerupii,Poaceae,C4
Dihetropogon.amplectens.Chiov.,Diheteropogon amplectens,Diheteropogon amplectens,Poaceae,C4
Dimirphostemon_glandulosus,Dontostemon glandulosus,Dontostemon glandulosus,Brassicaceae,C3
Dinebra,Dinebra,Dinebra,Poaceae,C4
Dinebra.retroflexa,Dinebra retroflexa,Dinebra retroflexa,Poaceae,C4
Diodia.sp.,Diodia,Diodia,Rubiaceae,C3
Diodia.virginiana,Diodia virginiana,Diodia virginiana,Rubiaceae,C3
Dioscorea.cotinifolia,Dioscorea cotinifolia,Dioscorea cotinifolia,Dioscoreaceae,C3
Dioscorea.prehensilis.Benth.,Dioscorea praehensilis,Dioscorea praehensilis,Dioscoreaceae,C3
Dipcadi,Dipcadi,Dipcadi,Hyacinthaceae,C3
Dipcadi.serotinum,Dipcadi serotinum,Dipcadi serotinum,Hyacinthaceae,C3
Diplotaxis.tenuifolia,Diplotaxis tenuifolia,Diplotaxis tenuifolia,Brassicaceae,C3
Discaria.americana,Discaria americana,Discaria americana,Rhamnaceae,C3
Discaria.sp.,Discaria,Discaria,Rhamnaceae,C3
Discaria.toumatou,Discaria toumatou,Discaria toumatou,Rhamnaceae,C3
Dissocarpus paradoxus,Dissocarpus paradoxus,Dissocarpus paradoxus,Amaranthaceae,C3
Distichlis.scoparia,Distichlis scoparia,Distichlis scoparia,Poaceae,C4
Distichlis.spicata,Distichlis spicata,Distichlis spicata,Poaceae,C4
Dittrichia.viscosa,Dittrichia viscosa,Dittrichia viscosa,Compositae,C3
Dodecatheon.clevelandii,Dodecatheon clevelandii,Dodecatheon clevelandii,Primulaceae,C3
Dodonaea viscosa subsp. angustissima,Dodonaea viscosa subsp. angustissima,Dodonaea viscosa subsp. angustissima,Sapindaceae,C3
Dodonaea.sp.,Dodonaea,Dodonaea,Sapindaceae,C3
Dolichos trilobus transvaalicus,Dolichos trilobus subsp. transvaalicus,Dolichos trilobus subsp. transvaalicus,Leguminosae,C3
Dolichos.trilobus.transvaalicus,Dolichos trilobus subsp. transvaalicus,Dolichos trilobus subsp. transvaalicus,Leguminosae,C3
DONIOPHYTON_PATAGONICUM,Doniophyton anomalum,Doniophyton anomalum,Compositae,C3
Dontostemon.brabolius,Dontostemon,Dontostemon,Brassicaceae,C3
Dontostemon.integrifolius,Dontostemon integrifolius,Dontostemon integrifolius,Brassicaceae,C3
Dontostemon.micranthus.C..A..Mey.,Dontostemon micranthus,Dontostemon micranthus,Brassicaceae,C3
draba_reptans,Draba reptans,Draba reptans,Brassicaceae,C3
Draba.aizoides,Draba aizoides,Draba aizoides,Brassicaceae,C3
Draba.reptans,Draba reptans,Draba reptans,Brassicaceae,C3
Dracocephalum_heterophyllum,Dracocephalum heterophyllum,Dracocephalum heterophyllum,Lamiaceae,C3
Dracocephalum.foetidum,Dracocephalum foetidum,Dracocephalum foetidum,Lamiaceae,C3
Dracophyllum.pronum,Dracophyllum pronum,Dracophyllum pronum,Ericaceae,C3
Dracophyllum.rosmarinifolium,Dracophyllum rosmarinifolium,Dracophyllum rosmarinifolium,Ericaceae,C3
DREE,,NA,NA,
Drimia.maritima,Drimia maritima,Drimia maritima,Hyacinthaceae,C3
Drosanthemum lique,Drosanthemum lique,Drosanthemum lique,Aizoaceae,C3
Drosanthemum montaguense,Drosanthemum montaguense,Drosanthemum montaguense,Aizoaceae,C3
Drosanthemum.archeri.,Drosanthemum archeri,Drosanthemum archeri,Aizoaceae,C3
Drosera.peltata,Drosera peltata,Drosera peltata,Droseraceae,C3
Drosera.peltata.subsp..peltata.spp..agg.,Drosera peltata,Drosera peltata,Droseraceae,C3
drum.unknown.1,,NA,NA,
Dumasia.villosa,,Dumasia villosa,Leguminosae,C3
Dyschoriste_radicans,Dyschoriste radicans,Dyschoriste radicans,Acanthaceae,C3
Dyscoriste.radicans,Dyschoriste radicans,Dyschoriste radicans,Acanthaceae,C3
Eberlanzia.ferox,Eberlanzia ferox,Eberlanzia ferox,Aizoaceae,C3
echinacea_angustifolia,Echinacea angustifolia,Echinacea angustifolia,Compositae,C3
Echinacea.angustifolia,Echinacea angustifolia,Echinacea angustifolia,Compositae,C3
Echinocereus.triglochidiatus.var..inermis,Echinocereus coccineus,Echinocereus coccineus,Cactaceae,CAM?
Echinocereus.viridiflorus,Echinocereus viridiflorus,Echinocereus viridiflorus,Cactaceae,CAM?
Echinochloa.colona,Echinochloa colona,Echinochloa colona,Poaceae,C4
Echinops.latifolius.Tausch.,Echinops latifolius,Echinops latifolius,Compositae,C3
Echium plantagineum,Echium plantagineum,Echium plantagineum,Boraginaceae,C3
Echium.aculeatum,Echium aculeatum,Echium aculeatum,Boraginaceae,C3
Echium.leucophaeum,Echium leucophaeum,Echium leucophaeum,Boraginaceae,C3
Echium.plantagineum,Echium plantagineum,Echium plantagineum,Boraginaceae,C3
Echium.strictum,Echium strictum,Echium strictum,Boraginaceae,C3
Echium.vulgare,Echium vulgare,Echium vulgare,Boraginaceae,C3
Echnochloa,Echinochloa,Echinochloa,Poaceae,C4
Eclipta_bellidioides,Eclipta elliptica,Eclipta elliptica,Compositae,C3
Eclipta.bellidioides,Eclipta elliptica,Eclipta elliptica,Compositae,C3
Egg.like.aster..Felicia.,,NA,NA,
Ehretia rigida,Ehretia rigida,Ehretia rigida,Ehretiaceae,C3
Ehretia.rigida,Ehretia rigida,Ehretia rigida,Ehretiaceae,C3
Ehrharta calycina,Ehrharta calycina,Ehrharta calycina,Poaceae,C3
Einadia hastata,Einadia hastata,Einadia hastata,Amaranthaceae,C3
Einadia nutans,Einadia nutans,Einadia nutans,Amaranthaceae,C3
Einadia nutans subsp. eremaea,Einadia nutans subsp. eremaea,Einadia nutans,Amaranthaceae,C3
Einadia nutans subsp. linifolia,Einadia nutans subsp. linifolia,Einadia nutans subsp. linifolia,Amaranthaceae,C3
Einadia polygonoides,Einadia polygonoides,Einadia polygonoides,Amaranthaceae,C3
Einadia.nutans,Einadia nutans,Einadia nutans,Amaranthaceae,C3
Eleocharis_spp.,Eleocharis,Eleocharis,Cyperaceae,C4?
Eleocharis.acicularis,Eleocharis acicularis,Eleocharis acicularis,Cyperaceae,C4?
Eleocharis.sp.,Eleocharis,Eleocharis,Cyperaceae,C4?
Eleocharis.spp,Eleocharis,Eleocharis,Cyperaceae,C4?
Eleocharis.viridans,Eleocharis viridans,Eleocharis viridans,Cyperaceae,C4?
Eleusine.jaeger,Eleusine jaegeri,Eleusine jaegeri,Poaceae,C4
elicteris,,NA,NA,
Elionurus.elegans.Kunth.,Elionurus elegans,Elionurus elegans,Poaceae,
elymus,Elymus,Elymus,Poaceae,C3
Elymus scaber,Elymus scabrus,Elymus scabrus,Poaceae,C3
elymus_canadensis,Elymus canadensis,Elymus canadensis,Poaceae,C3
Elymus_longe.aristatus,Elymus longiaristatus,Elymus longiaristatus,Poaceae,C3
Elymus_nutans,Elymus nutans,Elymus nutans,Poaceae,C3
Elymus.athericus,Elymus athericus,Elymus athericus,Poaceae,C3
Elymus.elymoides,Elymus elymoides,Elymus elymoides,Poaceae,C3
elymus.glaucua.var.glaucus,Elymus glaucus,Elymus glaucus,Poaceae,C3
Elymus.glaucus,Elymus glaucus,Elymus glaucus,Poaceae,C3
Elymus.repens,Elymus repens,Elymus repens,Poaceae,C3
Elymus.scaber,Elymus scabrus,Elymus scabrus,Poaceae,C3
Elymus.smithii,Elymus smithii,Elymus smithii,Poaceae,C3
Elymus.sp.,Elymus,Elymus,Poaceae,C3
Elymus.species..aff..rectisetus.,Elymus rectisetus,Elymus rectisetus,Poaceae,C3
Elymus.trachycaulis,,Elymus trachycaulus,Poaceae,C3
Elymus.trachycaulus,Elymus trachycaulus,Elymus trachycaulus,Poaceae,C3
elymus.trachycaulus.ssp.trachycalus,Elymus trachycaulus,Elymus trachycaulus,Poaceae,C3
Elyna.myosuroides..Vill...Fritsch,Kobresia myosuroides,Kobresia myosuroides,Cyperaceae,C3
Emex australis,Emex australis,Emex australis,Polygonaceae,C3
Emex.spinosa,Emex spinosa,Emex spinosa,Polygonaceae,C3
Emilia,,Emilia,Compositae,C3
Empetrum.nigrum,Empetrum nigrum,Empetrum nigrum,Ericaceae,C3
Enceliopsis.nudicaulis,Enceliopsis nudicaulis,Enceliopsis nudicaulis,Compositae,C3
Enchylaena tomentosa,Enchylaena tomentosa,Enchylaena tomentosa,Amaranthaceae,C3
Enchylaena.tomentosa,Enchylaena tomentosa,Enchylaena tomentosa,Amaranthaceae,C3
Enicostemma_hyssopifolia,Enicostemma hyssopifolia,Enicostemma hyssopifolia,Gentianaceae,C3
Enneapogon,Enneapogon,Enneapogon,Poaceae,C4
Enneapogon avenaceus,Enneapogon avenaceus,Enneapogon avenaceus,Poaceae,C4
Enneapogon cenchroides,Enneapogon cenchroides,Enneapogon cenchroides,Poaceae,C4
Enneapogon intermedius,Enneapogon intermedius,Enneapogon intermedius,Poaceae,C4
Enneapogon polyphyllus,Enneapogon polyphyllus,Enneapogon polyphyllus,Poaceae,C4
Enneapogon.cenchroides,Enneapogon cenchroides,Enneapogon cenchroides,Poaceae,C4
Enneapogon.desvauxii,Enneapogon desvauxii,Enneapogon desvauxii,Poaceae,C4
Enneapogon.purpurascens,Enneapogon purpurascens,Enneapogon purpurascens,Poaceae,C4
Enneapogon.scaber,Enneapogon scaber,Enneapogon scaber,Poaceae,C4
Enneapogon.scoparius,Enneapogon scoparius,Enneapogon scoparius,Poaceae,C4
Enteropogon,Enteropogon,Enteropogon,Poaceae,C4
Enteropogon acicularis,Enteropogon acicularis,Enteropogon acicularis,Poaceae,C4
Enteropogon.acicularis,Enteropogon acicularis,Enteropogon acicularis,Poaceae,C4
Enteropogon.macrostachyus,Enteropogon macrostachyus,Enteropogon macrostachyus,Poaceae,C4
Enteropogon.monostachyus,Enteropogon monostachyos,Enteropogon monostachyos,Poaceae,C4
Enteropogon.somalensis,Enteropogon rupestris,Enteropogon rupestris,Poaceae,C4
Epacris.sp.,Epacris,Epacris,Ericaceae,C3
ephedra,Ephedra,Ephedra,Ephedraceae,C3
EPHEDRA_FRUSTILLATA,Ephedra frustillata,Ephedra frustillata,Ephedraceae,C3
Ephedra_monosperma,Ephedra monosperma,Ephedra monosperma,Ephedraceae,C3
EPHEDRA_OCREATA,Ephedra ochreata,Ephedra ochreata,Ephedraceae,C3
Ephedra_trifurca,Ephedra trifurca,Ephedra trifurca,Ephedraceae,C3
Ephedra.nevadensis,Ephedra nevadensis,Ephedra nevadensis,Ephedraceae,C3
Ephedra.sinica,Ephedra sinica,Ephedra sinica,Ephedraceae,C3
Ephedra.viridis,Ephedra viridis,Ephedra viridis,Ephedraceae,C3
Epilobium_ciliatum,Epilobium ciliatum,Epilobium ciliatum,Onagraceae,C3
Epilobium.alsinoides,Epilobium alsinoides,Epilobium alsinoides,Onagraceae,C3
epilobium.angustifolium,Epilobium angustifolium,Epilobium angustifolium,Onagraceae,C3
epilobium.brachycarpum,Epilobium brachycarpum,Epilobium brachycarpum,Onagraceae,C3
Epilobium.brachycarpum,Epilobium brachycarpum,Epilobium brachycarpum,Onagraceae,C3
Epilobium.chionanthum,Epilobium chionanthum,Epilobium chionanthum,Onagraceae,C3
epilobium.ciliatum,Epilobium ciliatum,Epilobium ciliatum,Onagraceae,C3
Eplilobium.minutum,Epilobium minutum,Epilobium minutum,Onagraceae,C3
equisetum.arvense,Equisetum arvense,Equisetum arvense,Equisetaceae,C3
Equisitum,Equisetum,Equisetum,Equisetaceae,C3
Eragrostis,Eragrostis,Eragrostis,Poaceae,C4
Eragrostis brownii,Eragrostis brownii,Eragrostis brownii,Poaceae,C4
Eragrostis eriopoda,Eragrostis eriopoda,Eragrostis eriopoda,Poaceae,C4
Eragrostis nidensis,Eragrostis nindensis,Eragrostis nindensis,Poaceae,C4
Eragrostis obtusa,Eragrostis obtusa,Eragrostis obtusa,Poaceae,C4
Eragrostis parviflora,Eragrostis parviflora,Eragrostis parviflora,Poaceae,C4
Eragrostis setifolia,Eragrostis setifolia,Eragrostis setifolia,Poaceae,C4
Eragrostis_Lehmanniana,Eragrostis lehmanniana,Eragrostis lehmanniana,Poaceae,C4
Eragrostis_neesi,Eragrostis neesii,Eragrostis neesii,Poaceae,C4
Eragrostis_papposa,Eragrostis papposa,Eragrostis papposa,Poaceae,C4
Eragrostis_racemosa,Eragrostis racemosa,Eragrostis racemosa,Poaceae,C4
Eragrostis_rigidior,Eragrostis cylindriflora,Eragrostis cylindriflora,Poaceae,C4
eragrostis_spectabilis,Eragrostis spectabilis,Eragrostis spectabilis,Poaceae,C4
Eragrostis_spp,Eragrostis,Eragrostis,Poaceae,C4
Eragrostis_superba,Eragrostis superba,Eragrostis superba,Poaceae,C4
Eragrostis_tenuifolia,Eragrostis patula,Eragrostis patula,Poaceae,C4
Eragrostis.bahiensis,Eragrostis bahiensis,Eragrostis bahiensis,Poaceae,C4
Eragrostis.cataclasta,Eragrostis cataclasta,Eragrostis cataclasta,Poaceae,C4
Eragrostis.ciliaris,Eragrostis ciliaris,Eragrostis ciliaris,Poaceae,C4
Eragrostis.gangetica.Steud.,Eragrostis gangetica,Eragrostis gangetica,Poaceae,C4
Eragrostis.heteromera,Eragrostis heteromera,Eragrostis heteromera,Poaceae,C4
Eragrostis.lehmanniana,Eragrostis lehmanniana,Eragrostis lehmanniana,Poaceae,C4
Eragrostis.lugens,Eragrostis lugens,Eragrostis lugens,Poaceae,C4
Eragrostis.mexicana,Eragrostis mexicana,Eragrostis mexicana,Poaceae,C4
Eragrostis.neesi,Eragrostis neesii,Eragrostis neesii,Poaceae,C4
Eragrostis.nidensis,Eragrostis nindensis,Eragrostis nindensis,Poaceae,C4
Eragrostis.obtusa,Eragrostis obtusa,Eragrostis obtusa,Poaceae,C4
Eragrostis.paposa,Eragrostis papposa,Eragrostis papposa,Poaceae,C4
eragrostis.paposa,Eragrostis papposa,Eragrostis papposa,Poaceae,C4
Eragrostis.pilosa,Eragrostis pilosa,Eragrostis pilosa,Poaceae,C4
Eragrostis.popposea,Eragrostis papposa,Eragrostis papposa,Poaceae,C4
Eragrostis.rigidior,Eragrostis sessilispica,Eragrostis sessilispica,Poaceae,C4
Eragrostis.senni,Eragrostis sennii,Eragrostis sennii,Poaceae,C4
Eragrostis.sp,Eragrostis,Eragrostis,Poaceae,C4
Eragrostis.sp.,Eragrostis,Eragrostis,Poaceae,C4
Eragrostis.species,Eragrostis,Eragrostis,Poaceae,C4
Eragrostis.spp.,Eragrostis,Eragrostis,Poaceae,C4
Eragrostis.superba,Eragrostis superba,Eragrostis superba,Poaceae,C4
Eragrostis.tenellula,Eragrostis tenellula,Eragrostis tenellula,Poaceae,C4
Eragrostis.tenuifolia..racemosa.and.B,Eragrostis patula,Eragrostis patula,Poaceae,C4
Eragrostis.tremula.Hochst.ex.Steud,Eragrostis tremula,Eragrostis tremula,Poaceae,C4
Eragrostis.trichophora,Eragrostis trichophora,Eragrostis trichophora,Poaceae,C4
eragrosts.senni,Eragrostis sennii,Eragrostis sennii,Poaceae,C4
Eremocarpus.setigerus,Croton setigerus,Croton setigerus,Euphorbiaceae,C3
Eremophila,Eremophila,Eremophila,Scrophulariaceae,C3
Eremophila glabra,Eremophila glabra,Eremophila glabra,Scrophulariaceae,C3
Eremophila longifolia,Eremophila longifolia,Eremophila longifolia,Scrophulariaceae,C3
Eremophila maculata,Eremophila maculata,Eremophila maculata,Scrophulariaceae,C3
Eremophila oppositifolia,Eremophila oppositifolia,Eremophila oppositifolia,Scrophulariaceae,C3
Eremophila sturtii,Eremophila sturtii,Eremophila sturtii,Scrophulariaceae,C3
Eremopyrum.triticeum,Eremopyrum triticeum,Eremopyrum triticeum,Poaceae,C3
Eriachne.obtusa,Eriachne obtusa,Eriachne obtusa,Poaceae,C4
Erianthus.angustifolius,Saccharum angustifolium,Saccharum angustifolium,Poaceae,C4
Erica.carnea.L.,Erica herbacea,Erica herbacea,Ericaceae,C3
Ericameria.nauseosa,Ericameria nauseosa,Ericameria nauseosa,Compositae,C3
Ericameria.parryi,Chrysothamnus parryi,Chrysothamnus parryi,Compositae,C4?
Ericostema axillare,Enicostema axillare,Enicostema axillare,Gentianaceae,C3
Ericostema.axillare,Enicostema axillare,Enicostema axillare,Gentianaceae,C3
Erigeron,Erigeron,Erigeron,Compositae,C3
Erigeron_patagonicus,Erigeron patagonicus,Erigeron patagonicus,Compositae,C3
erigeron_strigosus,Erigeron strigosus,Erigeron strigosus,Compositae,C3
Erigeron.annuus,Erigeron annuus,Erigeron annuus,Compositae,C3
erigeron.compositus.var.glabratus,Erigeron compositus,Erigeron compositus,Compositae,C3
erigeron.corymbosus,Erigeron acris,Erigeron acris,Compositae,C3
erigeron.filifolius.var.filifolius,Erigeron filifolius var. filifolius,Erigeron filifolius,Compositae,C3
Erigeron.foliosus,Erigeron foliosus,Erigeron foliosus,Compositae,C3
erigeron.linearis,Erigeron linearis,Erigeron linearis,Compositae,C3
Erigeron.pumilus,Erigeron pumilus,Erigeron pumilus,Compositae,C3
erigeron.pumilus.var.intermedius,Erigeron pumilus subsp. intermedius,Erigeron pumilus subsp. intermedius,Compositae,C3
erigeron.sp.,Erigeron,Erigeron,Compositae,C3
Erigeron.sp.,Erigeron,Erigeron,Compositae,C3
erigeron.speciosus.var.speciosus,Erigeron speciosus,Erigeron speciosus,Compositae,C3
Erigeron.spp.,Erigeron,Erigeron,Compositae,C3
Erigeron.strigosus,Erigeron strigosus,Erigeron strigosus,Compositae,C3
erigeron.subtrinervis,Erigeron subtrinervis,Erigeron subtrinervis,Compositae,C3
Erigeron.uniflorus.L.,Erigeron uniflorus,Erigeron uniflorus,Compositae,C3
Eringium.campestre,Eryngium campestre,Eryngium campestre,Apiaceae,C3
Eriocephalus.ericoides,Eriocephalus ericoides,Eriocephalus ericoides,Compositae,C3
Eriocephalus.spinescens,Eriocephalus spinescens,Eriocephalus spinescens,Compositae,C3
Eriochloa.meyeriana,Eriochloa meyeriana,Eriochloa meyeriana,Poaceae,C4
Eriogonum,Eriogonum,Eriogonum,Polygonaceae,C3
Eriogonum.corymbosum,Eriogonum corymbosum,Eriogonum corymbosum,Polygonaceae,C3
Eriogonum.effusum,Eriogonum effusum,Eriogonum effusum,Polygonaceae,C3
Eriogonum.elonongatum,Eriogonum elongatum,Eriogonum elongatum,Polygonaceae,C3
Eriogonum.fasciculatum,Eriogonum fasciculatum,Eriogonum fasciculatum,Polygonaceae,C3
Eriogonum.gordonii,Eriogonum gordonii,Eriogonum gordonii,Polygonaceae,C3
eriogonum.heracleoides,Eriogonum heracleoides,Eriogonum heracleoides,Polygonaceae,C3
Eriogonum.inflatum,Eriogonum inflatum,Eriogonum inflatum,Polygonaceae,C3
Eriogonum.microthecum,Eriogonum microthecum,Eriogonum microthecum,Polygonaceae,C3
Eriogonum.ovalifolium,Eriogonum ovalifolium,Eriogonum ovalifolium,Polygonaceae,C3
Eriogonum.parvifolium,Eriogonum parvifolium,Eriogonum parvifolium,Polygonaceae,C3
Eriogonum.sp.,Eriogonum,Eriogonum,Polygonaceae,C3
eriogonum.spp,Eriogonum,Eriogonum,Polygonaceae,C3
Eriogonum.spp.,Eriogonum,Eriogonum,Polygonaceae,C3
eriogonum.spp.1,Eriogonum,Eriogonum,Polygonaceae,C3
eriogonum.spp.2,Eriogonum,Eriogonum,Polygonaceae,C3
eriogonum.spp.3,Eriogonum,Eriogonum,Polygonaceae,C3
Eriogonum.umbelliferae,Eriogonum umbellatum var. aureum,Eriogonum umbellatum var. aureum,Polygonaceae,C3
Erioneuron.pulchellum,Erioneuron pulchellum,Erioneuron pulchellum,Poaceae,
Eriosema,Eriosema,Eriosema,Leguminosae,C3
Eriosema.sp.,Eriosema,Eriosema,Leguminosae,Cs
Eritrichium_hemisphaericum,Eritrichium hemisphaericum,Eritrichium hemisphaericum,Boraginaceae,C3
Erodium botrys,Erodium botrys,Erodium botrys,Geraniaceae,C3
Erodium cicutarium,Erodium crinitum,Erodium crinitum,Geraniaceae,C3
Erodium crinitum,Erodium crinitum,Erodium crinitum,Geraniaceae,C3
Erodium malacoides,Erodium malacoides,Erodium malacoides,Geraniaceae,C3
Erodium.botrys,Erodium botrys,Erodium botrys,Geraniaceae,C3
Erodium.brachycarpum,Erodium brachycarpum,Erodium brachycarpum,Geraniaceae,C3
Erodium.cicutarium,Erodium cicutarium,Erodium cicutarium,Geraniaceae,C3
Erodium.Cicutarium,Erodium crinitum,Erodium crinitum,Geraniaceae,C3
Erodium.cicutarium.1,Erodium crinitum,Erodium crinitum,Geraniaceae,C3
Erodium.circutarium,Erodium crinitum,Erodium crinitum,Geraniaceae,C3
Erodium.malacoides,Erodium malacoides,Erodium malacoides,Geraniaceae,C3
Erodium.moschatum,Erodium moschatum,Erodium moschatum,Geraniaceae,C3
Erodium.sp.,Erodium,Erodium,Geraniaceae,C3
Erophila.verna,Erophila verna,Erophila verna,Brassicaceae,C3
Erophila.verna.s.l.,Erophila verna,Erophila verna,Brassicaceae,C3
EROV,,NA,NA,
ERSE,,NA,NA,
Eruca.vesicaria,Eruca vesicaria,Eruca vesicaria,Brassicaceae,C3
ERUT,,NA,NA,
Eryngium_equinatum,Eryngium echinatum,Eryngium echinatum,Apiaceae,C3
Eryngium_horridum,Eryngium horridum,Eryngium horridum,Apiaceae,C3
Eryngium.ebracteatum,Eryngium ebracteatum,Eryngium ebracteatum,Apiaceae,C3
Eryngium.echinatum,Eryngium echinatum,Eryngium echinatum,Apiaceae,C3
Eryngium.heterophyllum,Eryngium heterophyllum,Eryngium heterophyllum,Apiaceae,C3
Eryngium.horridum,Eryngium horridum,Eryngium horridum,Apiaceae,C3
Eryngium.nudicaule,Eryngium nudicaule,Eryngium nudicaule,Apiaceae,C3
Eryngium.ovinum,Eryngium ovinum,Eryngium ovinum,Apiaceae,C3
Eryngium.paniculatum,Eryngium paniculatum,Eryngium paniculatum,Apiaceae,C3
